a_number,fco,date_file_open,last_name,first_name,middle_name,mother,father,aka_last_name,aka_first_name,dob,cob,coc,coa,poe,doe,sex,soc_sec_no,i_94_adm_num,passport_num,fbi_number,driver_license_no,finger_print_code,travel_document,ident_fin
A653488992,KKS,7022018,Rempel,Racquel,,Krysta,Agustin,Sporer,Alessandra,7271982,OQWQS,CBSKR,SM1 - 101(A)(27)(K) US FORCES PRIN,PYE,5122016,F,404808145,34768050147,P609HCYGO6FWI3J5VB40,EPQ6YDVNJ08V,4TYD26OR90AFPYKHR9RM,FNHNTEAILGAECFYGRFTS,JKJHFCOBBDGEAOXRVGKG,8609580
A207138739,OVU,5202017,Conroy,Noah,,Kay,,Strosin,,8182001,PPAWX,ZZVLI,DE - PAROLEE (DEFERRED INSPECTION),GUV,5222016,U,743901543,52438973284,4PXAKX2E2RG7JRI545TD,GBI1FX13NEXR,GWLI3S9BDVL5C8J6131N,ELWWWDAKDENXFBMLXMMF,EIDICHLSXNHFQWIUSNZD,4756
A418964929,UFE,4252016,Nader,Odilia,,Beula,Neville,Feil,,5021944,SESLP,RLHSN,E12 - 203(b)(1)(B) OUTSTND PROF-RESC,AGC,4132018,U,959678115,83785596981,3RCP3SU5TZ08WG5A1KXT,CN8M9N88GSZ4,43G9UTSX43ARI6LA2IJY,ZGZANRKGXMEKJRNWLIUQ,QGEMHENFMHTTUVRJQHMO,54594
A211050660,SRQ,8092020,Prosacco,Ozzie,,Maranda,Lenard,Mann,Lida,4241943,HWYHU,TCMHM,Y2A - RECENT HUNGARIAN ESCAPEE,ONE,7032020,F,534828758,18996846514,VMVWT6SVY1VVPI54GX01,FVID5U5GAQ4Q,RWYFXY17SER2XI51PBF6,LHRUUKNXADTZDCDUJSJR,VKHMEVITDRFOXKLYACFU,319451
A604639399,HZM,2042018,Turcotte,Otis,,Jennie,Numbers,,Siu,9181994,AHODQ,LSBGH,XB - LAWFULLY ADMITTED FOR PERM RES,ACZ,12142014,M,610698293,63270933832,XK0AUA5WK3RL22VHVRDR,76H6NTDC08RB,4RIZQ5IT20FARLR76Q83,OGULRSKKZOQEBYYCSVHT,SOKHXSGHCPKZTRFEKSSE,754639
A997963540,WJK,3252013,Hermann,Jerri,,,,,Dominga,4041947,RJZJJ,GQUVZ,N2 - OTHER REP. OF NATO MEMBER,HZY,10022012,M,675785427,25392339882,XAA7TUEID57Y3UTS45VN,87EFVLB8LBQQ,ISV65VQ97EIMVRUK4K63,XSMRGGLVIZZKHZCSHJWW,LSVKNYJYAIBUUHNAHEJJ,2113391889
A729740564,HJC,4162019,Zboncak,Taylor,,Avril,Clifford,,,4061958,WBWYA,MTLFJ,5 - ORPHAN UNDER 10 YEARS OF AGE,XYC,11032016,F,994853482,20333668329,KZBS4Z116X369ZXU1Q7D,1RWWYWDN9G2J,R13BNDXJ747IXTLXBC33,BQZFWCKKIEKGKJUVXNJP,UOSEAUOCDVVWOMCTMSYP,66842
A380542020,FVV,1012016,Volkman,Mohammad,Wiegand,Callie,Sammy,Ernser,Max,6112000,ADONL,WVOKD,A12 - 203(a)(1) CHILD OF A11,GRU,7152019,F,690202299,66488084714,B20POOSD0GD31DDSWT19,U8V4VW5ALO3W,I204ONOLX1ALQRDWVK82,BUHPRKSOIVGLKKDPOYAF,YSWPZAFYISTHGTZSSAKC,328527864
A608251659,VCP,10072020,Lang,Melodie,Hamill,,,,Shea,11221931,RVIAY,WHHCH,2C - DISPLACED PERSONS ACT OF 1948,RCP,10062018,F,220024249,86179136888,LCL4NE6IHT65L8IYYN1C,8Z2JR8QRQE06,WJO8BYO9XT6WG15NQ7SN,QRCRXLKTAFEOSFJRZTJS,ESMLTVVTLGVWTUCEPLJB,998392420
A169143175,GHP,5122014,Rodriguez,Laurel,,,Marc,,Wilton,11051969,DBRFM,CQODM,H3 - ALIEN TRAINEE,BLD,2192019,M,299075014,47203062787,V6WI4H4LGZC90ZCVY1C2,G48AXOF3GZJ4,M4P1VZ6PLO0A72DAXLG2,DZWVDLZRVIKQDXMTRLZF,XOPARJXKIMFTBZTRVCJN,73185654
A821621457,NPI,10232012,Koelpin,Sharleen,,Darcel,,Skiles,,5241932,IABTD,EAMVR,SA1 - ALIEN BORN INDEP W. HEMIS CTRY,RRD,8312020,U,970479873,61461943478,02U7WBMAVEONRQDO581D,02XTFND6Y8MX,7ZH3YKOV6BTHOOA9U8S1,GPMUDQORBLCHFVNXMHSZ,DZZCPGQMMNOYCJAWPLOY,4173
A743271745,OHV,1222019,Hoppe,Brittanie,Kuvalis,Nelida,Eric,Toy,Sterling,7301950,RVOIX,XEJUI,M2 - CHILD OF US CITIZEN,JXH,11172017,U,626163014,49123805034,QLE5XHV1A20SKGD8VH6M,71MLD9FCA0EK,38TGSP8K3SE924WGC2VF,UEHACAPNLPTQDZSRONUR,XTIJNZOXEHIZPVNCVWOK,116347506
A955670921,QAA,8192020,Beatty,Armando,,Amiee,Dale,Windler,Jame,5081965,JSDUU,EJMLI,T53 - 203(b)(5)(B) CHILD OF T51,DCD,3082012,U,429056276,10476836083,2736X55UCT82M7RCPKOJ,IJT639MPLPSD,MN5FQ24LMCQ8LJ9TXYR9,REBQJVGZELZQGXRMOGGU,WZVNMAWYLQUBIGJYOPMH,60911
A503843948,PBN,7232016,Rohan,Edward,O'Hara,Lakeshia,Leonardo,,Nathan,9091933,OPEAX,WFCYV,FX8 - 203(a)(2) CHILD OF FX7,RTW,6132012,U,262372179,40090776117,LF2ASBTAPR73DLF19TGP,6NIC76HH9NP4,GB1P9E3PN9O1RUVG6QZ5,WFKYCLHTOIUDTAUQPZAN,DEHYKODAFAMYVDWCMEWV,66454
A710593896,WZN,4112020,Hand,Reda,,,,,Rudy,4091939,XDMLG,GLDPY,K3 - SPOUSE OF USC,PCA,8112020,M,220216390,82013314197,E0X9RQAJ4RYTZ9PN85FS,3IGYVW9ISPY7,1WFC13J7TXI7TX2880TY,VFFXRDRXCRRMCSQPVPGL,QXQHIXLGWSSDCKCADHYQ,5199264
A992449042,EXS,7072016,Williamson,Isaias,,,,Reilly,,12091975,FTKKS,PZLVF,Q2 - IRISH PEACE PROCESS PARTICPNTS,FNP,6132014,M,124019474,82718950580,L72X6HZ11FTGFX7Q7ZJP,11ZZGT1NQTO0,DP5LFW5O9M7W3XTW4X6H,GSGNFGXNMRFIEALRWNQV,ZEGDFEBKZGMMRTTHCJEM,549253
A455565656,JJF,5102016,Kunze,Lazaro,,Cherly,,,,8181936,PAJEU,DDCYH,A37 - 203(a)(3) SPOUSE OF A36,FWJ,10312018,U,179588354,34090347958,H9OCZMGBKZ5SI54MCVK8,C1T1XNQOSU5M,OF99ZQKK5P48D94MGLO8,PETQLTPUJEJZUHVKLWAN,VFGEBPWCNEIMYVBLLXOS,8510173745
A524032902,NHY,5062015,Altenwerth,Dwight,,,,Denesik,,10101975,WQJTE,WDHVD,T6 - ADULT OR CHILD OF DERIV OF T1,FJW,6082016,U,958038423,48682397477,37LZPUOIFKKIC3BF83PZ,2NSGJDH2J9X6,984I5LZQN1YVIPHEQ5Y1,KZTWSTTPHGNCJJLGAZTB,SGKNCGVXSXCCYWAUDZWE,26980513
A735333250,UWN,8242018,Hayes,Vernon,Considine,Luise,Simon,Ziemann,,12051941,XUFKO,YBIGR,SN6 - CERT RETIRED NATO6 CIVILN EMP,RDY,6262016,M,777547574,79566921177,34KHEQWIQ8HQ6CY73VLI,FN7UIBXA5R5G,I0S1FPRP3KY854T1KK4L,NFJDJYYXVNXWRVLDFTHR,MORYZVJDOINGWAVRUEZV,8930
A752920001,HUK,2142014,Miller,Galen,,Lesa,,,,7101993,KLINN,JIDBC,S1 - SPECIAL AGRICULTURAL WORKER,QBD,8302016,M,440944098,32697099551,FB3N2UW669JMS5MVMY6R,NU0F3SNSLM0J,4ZWS0EAC85XIBJ69U56T,TDWKEVHFNAEQMWUBZGKZ,UGSIAWHYZQWSGAYEXSKT,19449
A403241054,KZI,12052017,Wolf,Jodee,Thompson,,Mervin,,,2241954,UJMHL,SAPNO,OP1 - UNDERRESPRESENT CTRY DIVERSITY,BLM,1062016,M,978240897,79078754783,CHALBCIGUW6C2IU67N96,D4WI4KGRK8FF,I30G78U4FIYSH0X5LZGX,HQGNWJXGMYGNTRDRXGCJ,LCNTZHQGSRVERVZTQJTU,208468550
A157820390,AYU,11102011,Schaden,Efren,,Kyung,,Donnelly,,9011979,PUNIG,LYVYN,B27 - SLF-PET CHILD OF LPR,FDY,6012017,F,484283426,29234085514,8SWLGKNB67C55C7CVLOE,ECMFTBU54EA0,SVFYT4LYXH57FJ5W54JG,JXDSPDDXZRFXOASGWKEV,WPEHRVMYQCFYDKYHMYKU,617959032
A467225108,LCO,4152019,Rolfson,Lynn,Torphy,Deane,,Heathcote,Pearl,5091947,OZWYW,WSKLR,"G5 - ATTENDANTS OF G1, G2, G3, G4",TBZ,5162015,M,502809889,16773670458,L3YH5A8X5TFYB49XSCW6,7IQN3S8MPUD9,B25MG3NJE0MY3XNFZ61E,OJMCANONNHGOLKASJJKK,PFXWWARHNIAUCWBLQTKO,8474178577
A911851124,GBK,4212016,Schmitt,Terese,Kris,,,,Gene,7201985,HEBYI,NMVBN,F43 - 203(a)(4) CHILD OF F41,WYZ,11122013,F,123951192,73219834349,O7QPHH6GQGA4RC9Y0G1N,E9A5XNKNF8AX,HN8XLBDB9KSPLI86ZO0S,TVODCBFCVHCSGKEXTKLZ,LWFHGVDDNIQXPYDOPITW,639566758
A699304379,FBJ,1292012,Dickinson,Brandon,Hayes,Michaele,Rey,,,6271990,CJGJR,JBAUT,EW9 - 203(b)(3)(A) SPOUSE OF EW8,QOG,7272013,U,387998232,19753805598,E5JRG2JRCKH28UCQ53D3,QEKA155RA3ZG,2VM1TGW8GTBIZA784M03,VLCWHUEWUWEKPEWDAXUA,EURJBMSXAKMSSDSBNEFX,9641026
A851868998,UDE,6282018,Ritchie,Clifford,Harber,Madelene,,Dare,Yer,9201974,NRWMJ,KUZZG,Z11 - SUS DEP/ADJ PREF IMM/NON-PREF,SYX,4292017,M,235255765,76477704441,LLG35GQPU6DKMH2FFPD8,4RG4J3NM0MQI,DHRLYT78HOF55OFF7IAL,XWUYPBGVLPKQAAOKWGXL,NHFWJMMOVXFWYDEYIMAT,18799778
A501903834,VOP,1192012,Heathcote,Stanford,Bernier,Tamika,Trevor,Zulauf,Josue,6101969,CUZXT,JIKWA,B16 - SLF-PET UNMARR SON/DAUG OF USC,UHY,8032015,M,370128967,30111489280,0VXS4WCY5HQ1F47A2ZNI,8IQ1UD8B6NUI,DW4VXRCXMHJB4828LF35,BBNCREYGZFWXJOCHJEMM,VVYYQGZINEVZJNNICXYK,68027
A711902896,FQI,9302016,Block,Charlie,,,,Mayer,Tammera,8111964,GCEBR,CJRUT,NP1 - NONPREFERENCE IMMIGRANT,JWA,2102018,U,994174736,78563879395,58YQLTO9REUP6JD9VWRO,2L1QPDW7YU5I,ATFXE2M71H7CHQ0Q63WX,LKPKAJOBKUHBZOZIDCBB,WCERHZOGUFGBRHICQCIH,872357
A201001164,FKV,4242014,Parker,Bernie,Heathcote,,Eddy,Koch,Malcolm,10311991,PWGAS,DOLTR,QC - QUALIFYING CHILD,NAJ,2102018,U,128160954,51800530474,0KAOMZG0B50R9NTOZ9TE,X95XDTWPZCR7,L7M3WQ1KDKWJO2DTNUQ3,AWCJSOIQLVCEZBHAHOYM,BPTCYVJWAFKHAXUSIAAG,5468666
A747981072,URW,3252013,Goldner,Mariana,,Tonette,Angelo,,Nerissa,12051942,WVIXL,IGHRB,F32 - 203(a)(3) SPOUSE OF F31,RGG,12082018,F,138665331,28236911166,KHMO28XFWQM8BCUXG8Y1,ON8VE9OOB9N7,3N2WQF9IYL78Z1URKX8X,KNFHERCXZQHYYOVORRAG,JBCNQJWTUKVWCWYLTINZ,94563053
A137132894,GFU,4012017,Kulas,Allison,,Nadia,,,,9041964,FNEXK,SBMAH,XF3 - 211(a) CHILD BRN ABD F-PREF,NCG,7212016,M,722108775,65335726955,P933XDD9JU3FN4ABG1NL,BYKZH2BE14DX,UO2A1836SR9ABGEHGUY9,CDQQSCEWMMVUPGFFBTVF,HSDNVVMJAZAJMAKVHGSH,406810377
A794873632,YFH,11302011,Pacocha,Kayleen,Kautzer,,,Koch,,6181952,DGFWA,ONZDK,AA8 - SEC 132 90 CHILD OF AA6,JPB,8082018,U,444917378,12479246719,2NWFZNME8AZ1V84JVH4O,3ARJ6H5X5W2R,V7Z4VP59D3F2CBGAPH8E,JGIUWOONVULPJGPENBNL,XWDEWQRDPLTTRRBNOOXP,9825552533
A252955032,WKE,9062019,Runolfsdottir,Porter,,,Jackie,White,Cliff,10101941,XJRLJ,WPIXP,EW8 - 203(b)(3)(A)(iii) OTHER WORKER,FIR,7302013,M,981494598,62298570089,K34YB8IXB26E71OXQJRQ,B98R0LG9ZWVH,IEAZAD1S36AQU64A50Y3,ZVGAYFIRTEDPFCPKOPOQ,PMUYAURUURVHLQSACHJG,30455158
A532867870,YVR,8162018,Altenwerth,Olen,,Shona,,,,2021989,JJWCU,TXZKU,PAR - PAROLEE,WRS,3202012,M,422023844,59966228935,PMQM8GEY7JZ3O3N3TSM6,9QU7CDQ2LZFZ,FT96RR3MXRMJ69LFFLW7,ZJHZCZWJTZZQTNJETMJA,VTPTPBHIWUYPMPDOYHBS,57015861
A758419263,SLD,8062018,Mueller,Monroe,,Chantal,,,,3161947,ZMONJ,PCCPX,A48 - CH OF A41 OR A46,WCK,8242020,M,234882678,47289142710,0X8O5Q4AW4S89IRZ0WCX,Q2GBC503LKRA,GIJ2IFC2P5NMSHK5AIW0,MOJNWBSNQHSLRDXBZEAC,IMZIVCXULDNIXVTAKUVY,2874875
A979222378,KBD,4292014,Beier,Emilio,,Arla,Mitchell,Breitenberg,,7141996,HTNWK,BRKCF,Y64 - REFUGEE IN THE UNITED STATES,TZX,5032017,U,874372311,45777659444,L7BXCQ90Y6HI3QA20DMR,LZY3MUT73O3T,SW2OMQQ19NLMIWJ804VJ,PQNGHKJQXCFVZQYPNHWC,GWKSVUVWRQNIBEGKAWOR,23787
A720440396,BOF,12112013,Berge,Kristopher,Okuneva,,Albert,,,4231984,XFGCH,NTLKH,GA7 - SPOUSE - IRAQI NATIONAL,SPQ,12052016,M,708949299,94225859243,5MK5QQ4YEVXS03SL29SP,4Y5UXN8GNW7N,SM1QN0XN21LPVIUN173L,QANTZSMZDPHLGSCUBBFM,OAJEEANVEFDHENJREZJC,93148892
A463751980,BLR,2112019,Mante,Keenan,Herzog,Tanesha,Calvin,Walsh,,8021954,XUHJH,WAREV,P26 - SPOUSE OF ALIEN RESIDENT,ORR,5222020,U,549261872,38836580384,EJ9Z3YONF27343J2MN8E,17JPBOS102GN,JOS30I56GBSNU8ZNVRGM,HNZXXMAHXDNMBJHXYLIM,EKAKDXWAUSOTGALFRMRI,1180076418
A786386041,OJP,3182017,Pfeffer,Elmira,Halvorson,Lucille,,Kuphal,Lesley,11081997,ODCAM,WMIZA,CUP - CUBA REF/NON-CUBA SP/CH CUBA R,JVW,6232013,F,144491869,87759519562,A8CKQPM9VHGS8MMV3B97,QN49RY43GYM8,9ENDWN138JGKMIK6PR0T,ZBPRYTSNMECQZMOHFEEJ,PBMAMNRWXMLSVVLPWJOI,6133399082
A813543617,ZVB,3262016,Pouros,Maximo,,Jannette,Jared,Hane,Issac,4141998,HQZMR,NAFDE,O3M - CHILD OF ALIEN CLASSIFIED O1M,NBW,9272013,U,391648480,89502341719,4FH8DL2S9OKAW65ZUN1E,O34R0DVUD26A,NH9EA110O1JWD0TX6WND,QLYITXTISTVHBQYDVKEN,LGIGGVUHPSATXDGEBJKR,97374
A100891577,SOS,1182013,Hoppe,Karri,Rempel,Lonna,Earle,,,5131961,SOBZZ,LOZCP,IF2 - CHILD OF IF1,MNU,7172013,U,691512971,96497405073,KLGJWA6U2MD1FEED7VR5,GCHXQ0Y6050J,0UHPKKZN60UNL73PRG0E,PPIXSJPIACLHOFFHLQRY,SJHHFMOIKQOXACPWOBKW,7419
A989768420,HAM,8192015,Muller,Isadora,,,,,,11211994,TBLDD,VZTTX,K12 - ACCOM SPOUSE/UNMAR CH OF CL K1,CDB,7262019,M,911953323,63666081050,23WYWE2A09QME7J55EGB,RZANP68JUHM4,9VE37V391MVVFNUOLM07,JOOELJZUHBFTCRFEAKCA,VJAULINFWKRHGFMDDDBK,8056
A927531996,HWH,6212019,Stark,Alvina,,,,Bechtelar,,8041972,HNDHU,AFPMY,P17 - CHILD OF P11 OR P16 ALIEN,DKJ,10082016,M,428672851,35657382919,BC7RSPL50GDPHL76F7DY,K2SILKM33SH4,B0U1LMT70SH2EU4GXFX6,PYWWSUIMDMTADFEXOJHJ,ALEYAIPLUACUUCYARUXG,5988
A543751609,CXY,11022014,Hane,Mauricio,,,Doug,,,4081993,KCBXU,VTIJD,T57 - 203(b)(5)(B) SPOUSE OF T56,EZL,4092018,M,718778840,15093161923,CWACL26RY8VMUF5B6AM4,YSIH3NE8EG13,9ZVGPA8JYWFN9GR2NZ0H,LQJQALJEIRDJFGHIGLDH,ZLFPNDJGCWMNNTLDFIPO,98210
A142068937,UMV,9222020,Ritchie,Randi,,Nadene,Ira,Jast,,1131932,IJAXI,YNJBO,SF2 - ACCOM SPOUSE/CHILD OF CL SF1,AIK,9182014,F,826652390,62868430838,4L26UB3F8JYADHWJZBM5,0XEAD0DMF6YZ,NV92VA9J6DESA0MTAHU5,LNAAJFUVKQAUVLLDYFUN,XHCCMXHQTPKGCWWHDHHD,90251308
A166005124,CHZ,6072014,Dare,Jamee,Hagenes,,Rodolfo,Weissnat,Richelle,6221974,EYLYI,ZOFQJ,2D - DISPLACED PERSONS ACT OF 1948,LAA,1022014,F,248141370,85037359717,8LXF7VQUG0KN87TULSZL,LPH09ST4T6SM,8RPDGKN8ND680KA8OJB5,WRXYKMOZMEXKURQXPJIV,GBUDDMUWOZKWRYOPRTIK,2423164
A742486977,PLO,5312018,Wintheiser,Damon,Hahn,Luise,,Larkin,Justa,3091949,YWHJH,NRQQS,IB2 - SLF-PET CHILD OF USC,BEK,11062016,M,100518189,40256708243,3XYO7VKBJY2VVT7ET9NH,PVM6V755WJSZ,WXLM6W5FEKZ2FFSY4M24,COERKQQCVRXWZERVYJGS,ZNTSQJSHNFPBUZXKXBLN,169014444
A411414260,KZT,10102018,Hudson,Maribel,Marquardt,,,Mraz,Merrill,4011944,WMQBA,JBFBR,P52 - SPOUSE OF ALIEN CLASS P51 -P56,UAC,1212020,F,900033252,65991190778,DL3FR6195M65AM4IINJC,Q8HXBQU5MP6Z,13HB4UPEC49RHIO3BO2Y,XJPODKXDILPVMZHAHCAY,LPJFCMPEXYBRUVZYCJPW,8519
A862288048,FBJ,3172014,Raynor,Renee,,,Percy,,Willene,10291974,CXBFY,DNLBD,F21 - 203(a)(2) SPOUSE OF LPR,AYI,10282013,U,107949803,64655499005,T5PIUSA5SA6KL3HLI95C,1FOGNZA7S3KA,GJ4T8VTJ7N27NOAYSD6U,SSBVWTGRDDMGJMHLUHLV,LSCICWKFJCUEYGYOJCVX,47282
A252158520,FIW,4262012,Fahey,Dung,DuBuque,,Cletus,Marquardt,,2091976,KWEOF,JULRK,K1 - ALIEN FIANCE(E) OF USC,ALF,6262013,F,745227114,89451373140,OJLTQ8SKD1QJF9441CQD,TD57119SCBVP,6EQP4G2S475QMDQVRNKK,TOFJFCEKDNLHDIZCXVQM,SMDUQSYBEAAUXRMYYNIA,6877839519
A160243544,EWA,8142014,Fisher,Clarence,Swaniawski,,,Streich,Iluminada,10211935,WIRBK,UBOID,F22 - 203(a)(2) CHILD OF F21,IGE,7092012,U,667357971,64024319511,OKIX1S0E53O4GDYQKN6X,H6E2YUL9TR1G,OOYHNT51E7LOMCP0OH32,ODMOUJZNGZBWOYRSMTZR,EIDKNNEZBJKMYJUAACUV,959279248
A344821429,MJP,9212016,Flatley,Emmitt,,,Gerald,Bode,,8201940,XFZGB,CQXQB,B36 - SLF-PET MARR SON/DAUGHT OF USC,SSH,6142020,F,489929142,22606527948,95ILEYKNANL7C7C3YZIT,I1G8CDMA36T6,CU1V3Y75XY6OPHMGCKY3,QRVJURCSKIJRVHZOHELV,RODLEZHDMQWQJZKAVAZI,6614764939
A769972230,OBM,3062016,Langosh,Tommy,Goldner,,Sal,Ward,,7241998,PWKUD,PQXYC,Y7 - GREEK REFUGEE IN GREECE,LBF,5132014,F,224973019,35268199781,LROSEJCX6NP7387V1W4Q,L58ZON6DXJCG,50E4QEG3H7SBM0J3XMID,YKWDIHZZQNPFCNLSAGLL,UZFUWNLHNAOTPJFYICWB,701277838
A790759037,ETV,6172016,Heller,Sergio,,Sherley,Cedric,Brown,,10201947,ONTTD,NIWUA,FX3 - 203(a)(2) CHILD OF FX2,KJQ,6222019,U,857941320,32727401592,01NE48S4N3R4MN2UPKTO,KCA6K9PNM0GX,1J7J1Y26BVNXEIEMANU9,SIWEKOKQICMABCYHVQOJ,SZEXWGIZWZKTPTBCGBPV,2001
A121616720,VGS,2232020,Corwin,Lovie,Schmidt,Gabriella,Jewel,,Lachelle,6071966,YVXEP,FCMKJ,B38 - CHILD OF B36,MKM,1112015,U,713273201,48688187509,PN1DP6HY50PX0B8HITHQ,3Q1YFWLKZZD5,XV4ZQJ1SGXBB9L428X08,VWPALBNPXMMPRMBIQINI,LTBAXFLKFNJXNIWIGUVH,2928702832
A278636086,ATK,9242018,Daniel,Felicidad,,,,,Theo,7071991,LXAHK,CNHHI,E31 - 203(b)(3)(A)(i) SKILLED WORKER,FAZ,4152015,M,617942700,82030999936,0KZCFSB6NBPPOZ1B51ZG,T0DXVI2G6W5G,NREEIY379DS4649WAJCW,NFVLDGWDCHFUBWTWTPTH,ARTHHMZTJNCVATJJSTOE,2122
A962220372,TPJ,7202015,Halvorson,Shaunta,,Debby,Jon,Heller,Danny,4161933,CRWMU,TCZPB,C42 - COND-ENTR SP ALIEN CLAS C41/46,XEN,11052016,M,492630581,90130725788,2XTA2AB3MY5VLAW0G46V,7DJ5T15Y9KEV,2VFH05K7E3V6N9RIASW8,FSSEWPHRPQCGWHVSKJNB,ALNXFJWXNOWZWTQUCEZP,90931
A583612901,LMZ,4202013,Waters,Ehtel,,Xiao,Mitch,,,1131965,SDFPH,SIYVA,MIS - CFA ADM REP MARSHALL ISLANDS,RFW,11092016,M,518358533,48319062889,C9J6L4IDAV4S9X4VUSFC,XFE7WUQ3E5GB,J6KRKE0JCRU5OI07JL67,OASOUAHVRZSHQVEFQTDK,PTKFRYWQDKHOYGPIYTPW,791079
A557629841,RDZ,1162013,Hartmann,Joel,Willms,,,,Thurman,5031976,IGFKC,WJGQE,SQ1 - IRAQIS EMPLOYED BY US GOVT,LLP,11282014,M,368996273,19543535991,VR0U3NUV0QR2JH3NS9OM,NMTE877V1C60,6IGS1ZDCUR9XAWS21KZ6,VBGWVFTRMYRLQEKVFTUG,HXCAQQSTKAYWECXKRXIO,2573785192
A531438025,KBJ,4132017,Hammes,Mechelle,,Dayle,,,Elroy,12251948,KPEDO,FEZNU,HA6 - 902B1A-PL105277 HAITIAN,LBH,3092012,U,687226230,33493913173,JRGJQCQ4942G5I4KRFA9,LSNEQB26Y2KL,AE7MM39ESC4XPZWXO9O4,IPBWAKJMCPCFAWIYXCWP,MSRBJFPXZDGDKQRUSESL,691750396
A242528642,GUF,3092017,Lueilwitz,Jon,Heathcote,,Lesley,,Marisha,2191998,SVZZC,XMLMM,EXP - Expatriation,RKM,7262013,F,321865636,53634940929,P6G6DH70X0ADN61QGPUO,80FDBUP7JOQ9,S8E7V87UA3VKNB30DTY9,KFXIBGBWBCHXAVPIIKIK,EOYRMGTPNVOTOGLOUCEK,49320
A925545855,KRO,1172014,Kilback,Jerrod,,Elli,Franklyn,Krajcik,,10211969,PBQDJ,PUPRL,VI5 - PARENT USC ADMIT VI6/7 PL-271,AGZ,9272014,F,400751621,85405841945,J1KOGW725F3U6HSU9B3A,NHTFEY68O3UV,05FETNMSKML0H7BO1FCH,DMCLZXHLMHZXSRNFANFF,DTYRRVDQKOLKLYFUGPSP,122865
A328122229,FHZ,7052013,Howe,Dennise,,Clementine,,,Felipe,4151963,XUJGP,ZDLXV,"B28 - CHILD OF B26, B27",OWR,3252014,M,569228366,32408297429,H4XBGQ888SN3FPOHY8GR,L3KAYC89RVDS,SEDGQUACFIDV20I875F5,KGYMQMXLWXDXXUOXTDZV,FZTBVDFYJCHZTGTXTCEC,37262028
A800322784,XLE,5042018,Paucek,Latarsha,Mann,,Ricky,Fay,,3171956,QOMPH,DNHCU,KIC - KICKAPOO INDIAN CITIZEN,UEO,1192013,F,675136946,12040291113,OQIGMR1VESYUBVEC8158,0ZYLOQ24NRE6,6ADNT3DB91EP1Q0LU6H9,ATKGJJDTLBWDLSTLXLBL,NHMQTBQAFJTHKWLHLRZO,505452
A609626052,CME,8102014,Hammes,Thad,Batz,,Salvador,Klocko,,2241991,HBSGS,MTACP,T4 - PARENT OF T1,SRA,2162019,F,284852946,69997079919,WDJU0LSWLY101K9G6OYZ,JVNWRI93BY8J,HIIK10T1QOURW9JAB6GJ,SKZLVRXSDVXLSNMXGMLY,BEPHNEIQUDOZISYKUVQI,2173156350
A832478352,BKJ,9212017,Larkin,Altha,Nienow,Julietta,Hosea,Mann,,4091966,QLNHO,DMZKW,NP8 - ALIEN INVESTORS BEFORE 6/1/78,XWT,12242014,U,603054249,29082357481,ZWZEFCY88CJ6AAOT36Y9,5YG9AHL87HRA,HWV7BL5Z1Z8V0QD0P8SR,DIAYOHUBZBSJROXIWMYQ,MXBSRZVTBRHKGHBWOVHO,29338084
A794001687,BEE,9192018,Feest,Otha,Turcotte,,,Barton,Latasha,11141994,XKCWF,CGARK,SH2 - ACCOM SPOUSE/CH OF CL SH1/SH6,YIO,9182012,U,151998729,48454392287,68VWO5P43COROXGNWO52,FE020SNQPN2G,7FY3WNHBDS1IIYY9UUH3,PSOQJSAHSUNHMZMKDOCL,ZBDGFFRPBAFCIEADNLXH,526838
A845080030,ITJ,10292018,Auer,Dot,,Daniela,Chadwick,Hegmann,,1061948,KDINE,ERIHG,2C6 - DISPLACED PERSONS ACT OF 1948,ZIT,3052014,F,360456095,52239422475,PUD4E76F05LYNIP6KO1W,HF9K70F8KTXG,Q71TV1WW0S3TYXKVFYB4,AKZTGKFWUZNVLMTLJPUG,JOMEEKAFNONTIKZROPIW,5865487710
A532790496,RXU,6302017,Mills,Clifton,Ankunding,Evia,Alonso,Doyle,,8171946,JTZGW,RTMBD,T2M - 1ST PREF SPOUSE OF T1M ALIEN,QTP,5032020,M,199877146,10735983116,KXGI05HV10ANUEL85VUZ,PO819J08CPB8,1Z4MJSQAE43KBG30TWZD,QOWFDVBGDQHPPLVOGQEE,ZYUGETGNXZMMOAESIATA,1576591
A376730954,CRO,7262013,Langworth,Micaela,,Ranee,,Pagac,,12251962,NTRVW,LHIGP,IMM - IMMIGRANT,MGN,2142019,F,328654369,32504247982,ZU7ZRG989EV2PQ8POQBK,NC4UME1EA2ZZ,4YK75MMFJ9Z5NBLND1AW,PILHEBMRTRWKVZRDNYLI,BSWVVBMKYVHCSJBMWNLJ,563022271
A626169231,RUN,1162015,Kassulke,Yolando,,Walter,,Ziemann,Enid,6041954,ANLVL,HXIBA,F29 - 203(a)(2)(B) UNMRD S/D >21 LPR,OCO,12222016,M,345807087,91260751108,OT5Y19F8R9QE64FABTAT,8YAYSMQX5I9G,TT0VPEID6RO5KDE879J5,PUERQZMQZJRIDXQCWBZP,FTCUKFUJCVXUYOQVEPRJ,988831289
